id_student,code_module,code_presentation,assessment_type,weight,date,date_submitted,score,final_result,is_banked,num_of_prev_attempts,date_diff
416500,CCC,2014B,TMA,9.0,32.0,32,42.0,Withdrawn,0,0,0.0
416500,CCC,2014B,CMA,2.0,18.0,20,10.0,Withdrawn,0,0,-2.0
416696,FFF,2013B,TMA,12.5,19.0,17,76.0,Withdrawn,0,0,2.0
416696,FFF,2013B,TMA,12.5,47.0,46,86.0,Withdrawn,0,0,1.0
416696,FFF,2013B,TMA,25.0,89.0,88,78.0,Withdrawn,0,0,1.0
416696,FFF,2013B,TMA,25.0,131.0,130,54.0,Withdrawn,0,0,1.0
416696,FFF,2013J,TMA,12.5,19.0,-1,76.0,Withdrawn,1,1,20.0
416696,FFF,2013J,TMA,12.5,47.0,-1,86.0,Withdrawn,1,1,48.0
416696,FFF,2013J,TMA,25.0,96.0,-1,78.0,Withdrawn,1,1,97.0
416696,FFF,2013J,TMA,25.0,131.0,-1,54.0,Withdrawn,1,1,132.0
416860,CCC,2014B,TMA,9.0,32.0,32,44.0,Withdrawn,0,0,0.0
416860,CCC,2014B,TMA,22.0,102.0,102,0.0,Withdrawn,0,0,0.0
416860,CCC,2014B,CMA,2.0,18.0,20,20.0,Withdrawn,0,0,-2.0
416860,CCC,2014B,CMA,7.0,67.0,69,37.0,Withdrawn,0,0,-2.0
416860,CCC,2014B,CMA,8.0,137.0,139,14.0,Withdrawn,0,0,-2.0
416860,CCC,2014J,TMA,9.0,32.0,31,46.0,Withdrawn,0,1,1.0
416860,CCC,2014J,TMA,22.0,109.0,116,23.0,Withdrawn,0,1,-7.0
416860,CCC,2014J,CMA,2.0,18.0,21,33.0,Withdrawn,0,1,-3.0
416860,CCC,2014J,CMA,7.0,67.0,69,55.0,Withdrawn,0,1,-2.0
416860,CCC,2014J,CMA,8.0,144.0,147,44.0,Withdrawn,0,1,-3.0
417971,BBB,2014J,TMA,0.0,19.0,16,100.0,Withdrawn,0,0,3.0
417971,BBB,2014J,TMA,10.0,54.0,54,84.0,Withdrawn,0,0,0.0
418065,BBB,2013B,TMA,5.0,19.0,19,55.0,Withdrawn,0,0,0.0
418159,DDD,2013J,TMA,10.0,25.0,25,63.0,Withdrawn,0,0,0.0
418159,DDD,2013J,TMA,12.5,53.0,53,84.0,Withdrawn,0,0,0.0
418159,DDD,2013J,TMA,17.5,88.0,87,81.0,Withdrawn,0,0,1.0
418159,DDD,2013J,TMA,20.0,165.0,165,41.0,Withdrawn,0,0,0.0
418971,CCC,2014B,TMA,9.0,32.0,34,94.0,Withdrawn,0,0,-2.0
418971,CCC,2014B,CMA,2.0,18.0,20,40.0,Withdrawn,0,0,-2.0
418971,CCC,2014B,CMA,7.0,67.0,69,81.0,Withdrawn,0,0,-2.0
419024,CCC,2014J,TMA,9.0,32.0,31,70.0,Withdrawn,0,0,1.0
419024,CCC,2014J,CMA,2.0,18.0,21,56.0,Withdrawn,0,0,-3.0
419024,CCC,2014J,CMA,7.0,67.0,69,17.0,Withdrawn,0,0,-2.0
419228,FFF,2013B,TMA,12.5,19.0,18,82.0,Withdrawn,0,1,1.0
419228,FFF,2013B,TMA,12.5,47.0,51,64.0,Withdrawn,0,1,-4.0
419536,CCC,2014B,CMA,2.0,18.0,20,60.0,Withdrawn,0,0,-2.0
419565,FFF,2013B,TMA,12.5,19.0,19,54.0,Withdrawn,0,0,0.0
419565,FFF,2013B,TMA,12.5,47.0,47,40.0,Withdrawn,0,0,0.0
419565,FFF,2013B,TMA,25.0,89.0,103,41.0,Withdrawn,0,0,-14.0
419565,FFF,2013B,TMA,25.0,131.0,156,32.0,Withdrawn,0,0,-25.0
419565,FFF,2013B,TMA,25.0,166.0,166,38.0,Withdrawn,0,0,0.0
419924,BBB,2014J,TMA,0.0,19.0,18,1.0,Withdrawn,0,0,1.0
419924,BBB,2014J,TMA,10.0,54.0,61,58.0,Withdrawn,0,0,-7.0
419924,BBB,2014J,TMA,20.0,110.0,110,75.0,Withdrawn,0,0,0.0
420096,FFF,2013B,TMA,12.5,19.0,19,88.0,Withdrawn,0,0,0.0
420344,DDD,2014J,TMA,5.0,20.0,18,90.0,Withdrawn,0,0,2.0
420344,DDD,2014J,TMA,10.0,41.0,40,90.0,Withdrawn,0,0,1.0
420344,DDD,2014J,TMA,10.0,62.0,82,85.0,Withdrawn,0,0,-20.0
420344,DDD,2014J,TMA,25.0,111.0,117,74.0,Withdrawn,0,0,-6.0
420673,FFF,2013B,TMA,12.5,19.0,18,90.0,Withdrawn,0,1,1.0
420673,FFF,2013B,TMA,12.5,47.0,45,80.0,Withdrawn,0,1,2.0
420673,FFF,2013B,TMA,25.0,89.0,87,67.0,Withdrawn,0,1,2.0
420673,FFF,2013B,CMA,0.0,222.0,45,78.0,Withdrawn,0,1,177.0
420673,FFF,2013B,CMA,0.0,222.0,60,92.0,Withdrawn,0,1,162.0
420834,FFF,2014J,TMA,12.5,24.0,23,88.0,Withdrawn,0,0,1.0
421070,FFF,2013J,TMA,12.5,19.0,17,96.0,Withdrawn,0,0,2.0
421070,FFF,2013J,TMA,12.5,47.0,47,92.0,Withdrawn,0,0,0.0
421070,FFF,2014J,TMA,12.5,24.0,-1,96.0,Withdrawn,1,1,25.0
421070,FFF,2014J,TMA,12.5,52.0,-1,92.0,Withdrawn,1,1,53.0
421301,DDD,2013J,TMA,10.0,25.0,24,40.0,Withdrawn,0,0,1.0
421712,CCC,2014B,TMA,9.0,32.0,35,90.0,Withdrawn,0,0,-3.0
421712,CCC,2014B,CMA,2.0,18.0,20,80.0,Withdrawn,0,0,-2.0
421712,CCC,2014B,CMA,7.0,67.0,69,69.0,Withdrawn,0,0,-2.0
422280,FFF,2013B,TMA,12.5,19.0,16,92.0,Withdrawn,0,0,3.0
422280,FFF,2013B,TMA,12.5,47.0,50,56.0,Withdrawn,0,0,-3.0
422280,FFF,2013B,CMA,0.0,222.0,76,73.0,Withdrawn,0,0,146.0
422697,CCC,2014J,TMA,9.0,32.0,31,94.0,Withdrawn,0,0,1.0
422697,CCC,2014J,CMA,2.0,18.0,21,78.0,Withdrawn,0,0,-3.0
422697,CCC,2014J,CMA,7.0,67.0,69,61.0,Withdrawn,0,0,-2.0
423386,DDD,2013B,TMA,7.5,25.0,15,93.0,Withdrawn,0,0,10.0
423386,DDD,2013B,TMA,10.0,53.0,44,96.0,Withdrawn,0,0,9.0
423386,DDD,2013B,TMA,12.5,81.0,79,87.0,Withdrawn,0,0,2.0
423386,DDD,2013B,TMA,15.0,116.0,128,100.0,Withdrawn,0,0,-12.0
423386,DDD,2013B,TMA,15.0,151.0,158,63.0,Withdrawn,0,0,-7.0
423386,DDD,2013B,CMA,2.0,23.0,25,83.0,Withdrawn,0,0,-2.0
423386,DDD,2013B,CMA,3.0,51.0,54,94.0,Withdrawn,0,0,-3.0
423386,DDD,2013B,CMA,3.0,79.0,81,83.0,Withdrawn,0,0,-2.0
423386,DDD,2013B,CMA,4.0,114.0,117,87.0,Withdrawn,0,0,-3.0
423386,DDD,2013B,CMA,4.0,149.0,152,78.0,Withdrawn,0,0,-3.0
423613,BBB,2014J,TMA,0.0,19.0,-4,100.0,Withdrawn,0,0,23.0
423876,DDD,2013B,TMA,7.5,25.0,25,67.0,Withdrawn,0,0,0.0
423876,DDD,2013B,CMA,2.0,23.0,25,33.0,Withdrawn,0,0,-2.0
425287,CCC,2014B,TMA,9.0,32.0,39,66.0,Withdrawn,0,0,-7.0
425287,CCC,2014B,CMA,2.0,18.0,20,20.0,Withdrawn,0,0,-2.0
425287,CCC,2014B,CMA,7.0,67.0,69,83.0,Withdrawn,0,0,-2.0
425287,CCC,2014B,CMA,8.0,137.0,139,44.0,Withdrawn,0,0,-2.0
425314,BBB,2014J,TMA,0.0,19.0,35,100.0,Withdrawn,0,0,-16.0
425543,DDD,2013J,TMA,10.0,25.0,34,64.0,Withdrawn,0,0,-9.0
425543,DDD,2013J,TMA,12.5,53.0,54,56.0,Withdrawn,0,0,-1.0
425543,DDD,2013J,TMA,17.5,88.0,121,65.0,Withdrawn,0,0,-33.0
425543,DDD,2013J,Exam,100.0,261.0,237,33.0,Withdrawn,0,0,24.0
425755,FFF,2013B,TMA,12.5,19.0,18,12.0,Withdrawn,0,0,1.0
425755,FFF,2013B,TMA,12.5,47.0,45,64.0,Withdrawn,0,0,2.0
425817,BBB,2013B,TMA,5.0,19.0,20,77.0,Withdrawn,0,0,-1.0
425817,BBB,2013B,TMA,18.0,47.0,55,68.0,Withdrawn,0,0,-8.0
425817,BBB,2013B,TMA,18.0,89.0,90,66.0,Withdrawn,0,0,-1.0
425817,BBB,2013B,TMA,18.0,124.0,124,57.0,Withdrawn,0,0,0.0
425817,BBB,2013B,CMA,1.0,124.0,126,80.0,Withdrawn,0,0,-2.0
426059,DDD,2013B,TMA,7.5,25.0,22,46.0,Withdrawn,0,0,3.0
426059,DDD,2013B,TMA,10.0,53.0,52,58.0,Withdrawn,0,0,1.0
426059,DDD,2013B,TMA,12.5,81.0,81,44.0,Withdrawn,0,0,0.0
426059,DDD,2013B,TMA,15.0,116.0,116,38.0,Withdrawn,0,0,0.0
426059,DDD,2013B,TMA,15.0,151.0,151,24.0,Withdrawn,0,0,0.0
426059,DDD,2013B,TMA,15.0,200.0,200,0.0,Withdrawn,0,0,0.0
426059,DDD,2013B,CMA,2.0,23.0,25,47.0,Withdrawn,0,0,-2.0
426059,DDD,2013B,CMA,3.0,51.0,54,61.0,Withdrawn,0,0,-3.0
426059,DDD,2013B,CMA,3.0,79.0,81,42.0,Withdrawn,0,0,-2.0
426059,DDD,2013B,CMA,4.0,114.0,117,53.0,Withdrawn,0,0,-3.0
426059,DDD,2013B,CMA,4.0,149.0,152,39.0,Withdrawn,0,0,-3.0
426059,DDD,2013B,CMA,3.0,170.0,173,19.0,Withdrawn,0,0,-3.0
426059,DDD,2013B,CMA,6.0,206.0,209,4.0,Withdrawn,0,0,-3.0
426094,DDD,2013B,CMA,3.0,79.0,81,50.0,Withdrawn,0,1,-2.0
426137,DDD,2014B,TMA,10.0,25.0,24,10.0,Withdrawn,0,2,1.0
426137,FFF,2013J,TMA,12.5,19.0,18,60.0,Withdrawn,0,0,1.0
426137,FFF,2013J,TMA,12.5,47.0,55,40.0,Withdrawn,0,0,-8.0
426768,FFF,2013J,TMA,12.5,19.0,17,70.0,Withdrawn,0,0,2.0
426768,FFF,2013J,TMA,12.5,47.0,46,72.0,Withdrawn,0,0,1.0
426768,FFF,2013J,CMA,0.0,236.0,68,72.0,Withdrawn,0,0,168.0
426768,FFF,2013J,CMA,0.0,236.0,68,68.0,Withdrawn,0,0,168.0
427248,DDD,2013J,TMA,10.0,25.0,25,0.0,Withdrawn,0,0,0.0
427485,FFF,2014B,TMA,12.5,24.0,24,82.0,Withdrawn,0,1,0.0
427683,BBB,2013J,TMA,5.0,19.0,24,75.0,Withdrawn,0,0,-5.0
427683,BBB,2013J,TMA,18.0,47.0,51,69.0,Withdrawn,0,0,-4.0
427683,BBB,2013J,CMA,1.0,54.0,56,100.0,Withdrawn,0,0,-2.0
428787,DDD,2014J,TMA,5.0,20.0,16,75.0,Withdrawn,0,1,4.0
428787,DDD,2014J,TMA,10.0,41.0,31,95.0,Withdrawn,0,1,10.0
428787,DDD,2014J,TMA,10.0,62.0,58,90.0,Withdrawn,0,1,4.0
429777,BBB,2014B,TMA,5.0,12.0,11,58.0,Withdrawn,0,0,1.0
429777,BBB,2014B,CMA,1.0,47.0,49,80.0,Withdrawn,0,0,-2.0
430279,DDD,2013B,TMA,7.5,25.0,19,62.0,Withdrawn,0,0,6.0
430279,DDD,2013B,CMA,2.0,23.0,25,47.0,Withdrawn,0,0,-2.0
430530,BBB,2014J,TMA,0.0,19.0,18,100.0,Withdrawn,0,0,1.0
430530,BBB,2014J,TMA,10.0,54.0,53,70.0,Withdrawn,0,0,1.0
430554,FFF,2013B,TMA,12.5,19.0,22,68.0,Withdrawn,0,0,-3.0
430554,FFF,2013B,TMA,12.5,47.0,46,50.0,Withdrawn,0,0,1.0
430554,FFF,2013B,TMA,25.0,89.0,88,67.0,Withdrawn,0,0,1.0
430554,FFF,2013B,TMA,25.0,131.0,131,42.0,Withdrawn,0,0,0.0
430625,FFF,2014B,TMA,12.5,24.0,23,92.0,Withdrawn,0,2,1.0
430625,FFF,2014B,TMA,12.5,52.0,52,40.0,Withdrawn,0,2,0.0
430625,FFF,2014B,TMA,25.0,87.0,87,49.0,Withdrawn,0,2,0.0
431005,DDD,2013B,TMA,7.5,25.0,25,66.0,Withdrawn,0,1,0.0
431005,DDD,2013B,TMA,15.0,116.0,137,25.0,Withdrawn,0,1,-21.0
431005,DDD,2013B,TMA,15.0,151.0,151,10.0,Withdrawn,0,1,0.0
431005,DDD,2013B,CMA,2.0,23.0,25,70.0,Withdrawn,0,1,-2.0
431005,DDD,2013B,CMA,3.0,51.0,54,89.0,Withdrawn,0,1,-3.0
431005,DDD,2013B,CMA,3.0,79.0,81,75.0,Withdrawn,0,1,-2.0
431005,DDD,2013B,CMA,4.0,114.0,117,70.0,Withdrawn,0,1,-3.0
431005,DDD,2013B,CMA,4.0,149.0,152,57.0,Withdrawn,0,1,-3.0
431005,DDD,2013B,CMA,3.0,170.0,173,64.0,Withdrawn,0,1,-3.0
431071,BBB,2013B,TMA,5.0,19.0,66,60.0,Withdrawn,0,1,-47.0
431071,BBB,2013B,TMA,18.0,47.0,88,68.0,Withdrawn,0,1,-41.0
431071,BBB,2013B,TMA,18.0,89.0,109,70.0,Withdrawn,0,1,-20.0
431071,BBB,2013B,CMA,1.0,89.0,95,100.0,Withdrawn,0,1,-6.0
431071,BBB,2013B,CMA,1.0,124.0,126,60.0,Withdrawn,0,1,-2.0
431071,BBB,2013B,CMA,1.0,159.0,164,100.0,Withdrawn,0,1,-5.0
431136,DDD,2014B,TMA,10.0,25.0,26,27.0,Withdrawn,0,1,-1.0
431136,DDD,2014B,TMA,12.5,53.0,53,0.0,Withdrawn,0,1,0.0
431136,DDD,2014B,TMA,17.5,74.0,74,29.0,Withdrawn,0,1,0.0
431136,DDD,2014B,TMA,20.0,116.0,146,43.0,Withdrawn,0,1,-30.0
431268,FFF,2013B,TMA,12.5,19.0,22,86.0,Withdrawn,0,0,-3.0
431268,FFF,2013B,CMA,0.0,222.0,18,85.0,Withdrawn,0,0,204.0
432278,CCC,2014B,CMA,2.0,18.0,20,70.0,Withdrawn,0,0,-2.0
432278,CCC,2014B,CMA,7.0,67.0,69,59.0,Withdrawn,0,0,-2.0
432319,BBB,2013B,TMA,5.0,19.0,44,77.0,Withdrawn,0,2,-25.0
432319,BBB,2013B,TMA,18.0,47.0,54,61.0,Withdrawn,0,2,-7.0
432319,BBB,2013B,CMA,1.0,54.0,60,100.0,Withdrawn,0,2,-6.0
432624,DDD,2013J,TMA,10.0,25.0,29,67.0,Withdrawn,0,2,-4.0
432624,DDD,2013J,TMA,12.5,53.0,53,83.0,Withdrawn,0,2,0.0
432624,DDD,2013J,TMA,17.5,88.0,95,72.0,Withdrawn,0,2,-7.0
432624,DDD,2013J,TMA,20.0,123.0,123,46.0,Withdrawn,0,2,0.0
432718,CCC,2014B,CMA,2.0,18.0,20,10.0,Withdrawn,0,0,-2.0
432968,DDD,2013J,TMA,10.0,25.0,24,46.0,Withdrawn,0,0,1.0
432968,DDD,2013J,TMA,12.5,53.0,66,36.0,Withdrawn,0,0,-13.0
432968,DDD,2013J,TMA,17.5,88.0,88,49.0,Withdrawn,0,0,0.0
432968,DDD,2013J,TMA,20.0,123.0,130,42.0,Withdrawn,0,0,-7.0
432968,DDD,2013J,TMA,20.0,165.0,165,38.0,Withdrawn,0,0,0.0
434002,DDD,2014B,TMA,10.0,25.0,23,90.0,Withdrawn,0,0,2.0
434002,DDD,2014B,TMA,12.5,53.0,51,94.0,Withdrawn,0,0,2.0
434002,DDD,2014B,TMA,17.5,74.0,77,98.0,Withdrawn,0,0,-3.0
434002,DDD,2014B,TMA,20.0,116.0,124,98.0,Withdrawn,0,0,-8.0
434476,FFF,2013B,TMA,12.5,19.0,17,94.0,Withdrawn,0,1,2.0
434476,FFF,2013B,TMA,12.5,47.0,47,78.0,Withdrawn,0,1,0.0
434476,FFF,2013B,TMA,25.0,89.0,114,0.0,Withdrawn,0,1,-25.0
434478,GGG,2013J,TMA,0.0,61.0,57,60.0,Withdrawn,0,0,4.0
434503,EEE,2014J,TMA,16.0,33.0,33,90.0,Withdrawn,0,1,0.0
434767,DDD,2014J,TMA,5.0,20.0,20,75.0,Withdrawn,0,1,0.0
434767,DDD,2014J,TMA,10.0,41.0,41,65.0,Withdrawn,0,1,0.0
434767,DDD,2014J,TMA,10.0,62.0,62,65.0,Withdrawn,0,1,0.0
435271,CCC,2014B,CMA,2.0,18.0,20,50.0,Withdrawn,0,0,-2.0
435780,DDD,2013B,TMA,7.5,25.0,15,63.0,Withdrawn,0,1,10.0
435780,DDD,2013B,TMA,10.0,53.0,48,69.0,Withdrawn,0,1,5.0
435780,DDD,2013B,TMA,12.5,81.0,74,74.0,Withdrawn,0,1,7.0
435780,DDD,2013B,CMA,2.0,23.0,25,73.0,Withdrawn,0,1,-2.0
435780,DDD,2013B,CMA,3.0,51.0,54,78.0,Withdrawn,0,1,-3.0
435780,DDD,2013B,CMA,3.0,79.0,81,64.0,Withdrawn,0,1,-2.0
437752,FFF,2013B,TMA,12.5,19.0,19,74.0,Withdrawn,0,0,0.0
437752,FFF,2013B,TMA,12.5,47.0,47,78.0,Withdrawn,0,0,0.0
437752,FFF,2013B,TMA,25.0,89.0,89,83.0,Withdrawn,0,0,0.0
437971,EEE,2014B,TMA,16.0,33.0,32,96.0,Withdrawn,0,0,1.0
438063,FFF,2013J,TMA,12.5,19.0,19,72.0,Withdrawn,0,1,0.0
438063,FFF,2013J,TMA,12.5,47.0,47,56.0,Withdrawn,0,1,0.0
438063,FFF,2013J,CMA,0.0,236.0,389,78.0,Withdrawn,0,1,-153.0
438290,DDD,2013J,TMA,10.0,25.0,24,72.0,Withdrawn,0,0,1.0
438290,DDD,2013J,TMA,12.5,53.0,53,79.0,Withdrawn,0,0,0.0
438290,DDD,2013J,TMA,17.5,88.0,88,78.0,Withdrawn,0,0,0.0
438313,CCC,2014B,CMA,2.0,18.0,20,20.0,Withdrawn,0,0,-2.0
438644,FFF,2013J,TMA,12.5,19.0,32,58.0,Withdrawn,0,2,-13.0
438644,FFF,2013J,TMA,12.5,47.0,63,70.0,Withdrawn,0,2,-16.0
438775,BBB,2014B,TMA,5.0,12.0,17,57.0,Withdrawn,0,1,-5.0
439002,FFF,2013B,TMA,12.5,19.0,18,84.0,Withdrawn,0,1,1.0
439002,FFF,2013B,CMA,0.0,222.0,23,91.0,Withdrawn,0,1,199.0
439002,FFF,2013B,CMA,0.0,222.0,30,84.0,Withdrawn,0,1,192.0
439855,CCC,2014J,TMA,9.0,32.0,30,90.0,Withdrawn,0,0,2.0
439855,CCC,2014J,CMA,2.0,18.0,21,100.0,Withdrawn,0,0,-3.0
439855,CCC,2014J,CMA,7.0,67.0,69,86.0,Withdrawn,0,0,-2.0
439896,FFF,2014B,TMA,12.5,24.0,17,86.0,Withdrawn,0,1,7.0
439896,FFF,2014B,TMA,12.5,52.0,52,60.0,Withdrawn,0,1,0.0
439896,FFF,2014B,TMA,25.0,87.0,87,80.0,Withdrawn,0,1,0.0
439896,FFF,2014B,TMA,25.0,129.0,129,65.0,Withdrawn,0,1,0.0
439896,FFF,2014B,TMA,25.0,171.0,172,0.0,Withdrawn,0,1,-1.0
439896,FFF,2014B,CMA,0.0,227.0,62,76.0,Withdrawn,0,1,165.0
439896,FFF,2014B,CMA,0.0,227.0,117,81.0,Withdrawn,0,1,110.0
440319,AAA,2014J,TMA,10.0,19.0,19,83.0,Withdrawn,0,0,0.0
440319,AAA,2014J,TMA,20.0,54.0,61,70.0,Withdrawn,0,0,-7.0
440319,AAA,2014J,TMA,20.0,117.0,128,55.0,Withdrawn,0,0,-11.0
440323,CCC,2014B,TMA,9.0,32.0,32,86.0,Withdrawn,0,0,0.0
440323,CCC,2014B,TMA,22.0,102.0,117,44.0,Withdrawn,0,0,-15.0
440323,CCC,2014B,TMA,22.0,151.0,169,13.0,Withdrawn,0,0,-18.0
440323,CCC,2014B,CMA,2.0,18.0,20,60.0,Withdrawn,0,0,-2.0
440323,CCC,2014B,CMA,7.0,67.0,69,77.0,Withdrawn,0,0,-2.0
440323,CCC,2014B,CMA,8.0,137.0,139,13.0,Withdrawn,0,0,-2.0
440751,BBB,2013J,TMA,5.0,19.0,-1,67.0,Withdrawn,1,1,20.0
440851,FFF,2013B,TMA,12.5,19.0,22,66.0,Withdrawn,0,2,-3.0
440851,FFF,2013B,TMA,12.5,47.0,47,68.0,Withdrawn,0,2,0.0
440851,FFF,2013B,CMA,0.0,222.0,32,61.0,Withdrawn,0,2,190.0
440851,FFF,2013B,CMA,0.0,222.0,80,70.0,Withdrawn,0,2,142.0
440857,DDD,2013B,TMA,7.5,25.0,31,16.0,Withdrawn,0,1,-6.0
440857,DDD,2013B,TMA,10.0,53.0,52,34.0,Withdrawn,0,1,1.0
440857,DDD,2013B,CMA,3.0,51.0,54,78.0,Withdrawn,0,1,-3.0
441393,DDD,2014B,TMA,10.0,25.0,32,51.0,Withdrawn,0,0,-7.0
441540,CCC,2014B,TMA,9.0,32.0,39,42.0,Withdrawn,0,0,-7.0
441540,CCC,2014B,CMA,2.0,18.0,20,60.0,Withdrawn,0,0,-2.0
441540,CCC,2014B,CMA,7.0,67.0,69,81.0,Withdrawn,0,0,-2.0
441606,CCC,2014B,CMA,2.0,18.0,20,40.0,Withdrawn,0,0,-2.0
442017,DDD,2014J,TMA,5.0,20.0,16,70.0,Withdrawn,0,0,4.0
442017,DDD,2014J,TMA,10.0,41.0,38,65.0,Withdrawn,0,0,3.0
442017,DDD,2014J,TMA,10.0,62.0,60,65.0,Withdrawn,0,0,2.0
442017,DDD,2014J,TMA,25.0,111.0,111,84.0,Withdrawn,0,0,0.0
442017,DDD,2014J,TMA,25.0,146.0,144,60.0,Withdrawn,0,0,2.0
442143,BBB,2013B,TMA,5.0,19.0,22,87.0,Withdrawn,0,0,-3.0
442347,FFF,2014J,TMA,12.5,24.0,24,86.0,Withdrawn,0,1,0.0
442347,FFF,2014J,CMA,0.0,241.0,6,88.0,Withdrawn,0,1,235.0
442347,FFF,2014J,CMA,0.0,241.0,19,82.0,Withdrawn,0,1,222.0
442436,FFF,2013B,TMA,12.5,19.0,17,90.0,Withdrawn,0,0,2.0
442436,FFF,2013B,TMA,12.5,47.0,47,50.0,Withdrawn,0,0,0.0
442436,FFF,2013B,CMA,0.0,222.0,59,96.0,Withdrawn,0,0,163.0
442436,FFF,2013B,CMA,0.0,222.0,95,91.0,Withdrawn,0,0,127.0
442442,AAA,2013J,TMA,10.0,19.0,19,39.0,Withdrawn,0,0,0.0
442442,AAA,2013J,TMA,20.0,54.0,54,42.0,Withdrawn,0,0,0.0
442670,FFF,2013J,TMA,12.5,19.0,-1,56.0,Withdrawn,1,2,20.0
442670,FFF,2013J,TMA,12.5,47.0,-1,82.0,Withdrawn,1,2,48.0
442670,FFF,2013J,TMA,25.0,96.0,-1,40.0,Withdrawn,1,2,97.0
442670,FFF,2013J,TMA,25.0,173.0,-1,65.0,Withdrawn,1,2,174.0
442670,FFF,2013J,CMA,0.0,236.0,-1,68.0,Withdrawn,1,2,237.0
442670,FFF,2013J,CMA,0.0,236.0,-1,66.0,Withdrawn,1,2,237.0
442670,FFF,2013J,CMA,0.0,236.0,-1,66.0,Withdrawn,1,2,237.0
442670,FFF,2013J,CMA,0.0,236.0,-1,77.0,Withdrawn,1,2,237.0
442670,FFF,2013J,CMA,0.0,236.0,-1,73.0,Withdrawn,1,2,237.0
442670,FFF,2013J,CMA,0.0,236.0,-1,42.0,Withdrawn,1,2,237.0
442670,FFF,2013J,CMA,0.0,236.0,-1,73.0,Withdrawn,1,2,237.0
442745,BBB,2014J,TMA,0.0,19.0,8,100.0,Withdrawn,0,0,11.0
442745,BBB,2014J,TMA,10.0,54.0,52,43.0,Withdrawn,0,0,2.0
442753,FFF,2014B,TMA,12.5,24.0,15,78.0,Withdrawn,0,2,9.0
442753,FFF,2014B,TMA,12.5,52.0,47,40.0,Withdrawn,0,2,5.0
442753,FFF,2014B,CMA,0.0,227.0,5,85.0,Withdrawn,0,2,222.0
442753,FFF,2014B,CMA,0.0,227.0,41,81.0,Withdrawn,0,2,186.0
442753,FFF,2014B,CMA,0.0,227.0,56,63.0,Withdrawn,0,2,171.0
442937,EEE,2013J,TMA,16.0,33.0,32,89.0,Withdrawn,0,0,1.0
443108,BBB,2013B,TMA,5.0,19.0,19,73.0,Withdrawn,0,0,0.0
443108,BBB,2013B,TMA,18.0,47.0,81,60.0,Withdrawn,0,0,-34.0
443108,BBB,2013B,TMA,18.0,89.0,110,55.0,Withdrawn,0,0,-21.0
443108,BBB,2013B,CMA,1.0,54.0,60,100.0,Withdrawn,0,0,-6.0
443108,BBB,2013B,CMA,1.0,124.0,126,100.0,Withdrawn,0,0,-2.0
443108,BBB,2013B,CMA,1.0,159.0,164,80.0,Withdrawn,0,0,-5.0
443540,DDD,2013J,TMA,10.0,25.0,25,40.0,Withdrawn,0,0,0.0
443540,DDD,2013J,TMA,12.5,53.0,53,13.0,Withdrawn,0,0,0.0
443540,DDD,2013J,TMA,17.5,88.0,88,56.0,Withdrawn,0,0,0.0
443540,DDD,2013J,TMA,20.0,123.0,123,57.0,Withdrawn,0,0,0.0
443923,BBB,2013J,TMA,5.0,19.0,15,56.0,Withdrawn,0,0,4.0
443954,FFF,2013J,TMA,12.5,19.0,18,86.0,Withdrawn,0,0,1.0
443954,FFF,2013J,CMA,0.0,236.0,19,89.0,Withdrawn,0,0,217.0
444221,BBB,2014B,TMA,5.0,12.0,25,74.0,Withdrawn,0,0,-13.0
444221,BBB,2014B,TMA,18.0,40.0,52,77.0,Withdrawn,0,0,-12.0
444221,BBB,2014B,CMA,1.0,47.0,49,100.0,Withdrawn,0,0,-2.0
444221,BBB,2014B,CMA,1.0,82.0,84,80.0,Withdrawn,0,0,-2.0
444474,DDD,2014B,TMA,10.0,25.0,25,43.0,Withdrawn,0,1,0.0
444474,DDD,2014B,TMA,12.5,53.0,53,41.0,Withdrawn,0,1,0.0
444541,DDD,2013J,TMA,10.0,25.0,25,33.0,Withdrawn,0,0,0.0
444619,FFF,2013J,TMA,12.5,19.0,19,88.0,Withdrawn,0,0,0.0
444619,FFF,2013J,CMA,0.0,236.0,458,100.0,Withdrawn,0,0,-222.0
444713,DDD,2013B,TMA,7.5,25.0,22,85.0,Withdrawn,0,0,3.0
444713,DDD,2013B,CMA,2.0,23.0,25,87.0,Withdrawn,0,0,-2.0
444783,DDD,2014J,TMA,5.0,20.0,14,65.0,Withdrawn,0,0,6.0
444783,DDD,2014J,TMA,10.0,41.0,39,85.0,Withdrawn,0,0,2.0
444783,DDD,2014J,TMA,10.0,62.0,61,80.0,Withdrawn,0,0,1.0
444783,DDD,2014J,TMA,25.0,111.0,110,71.0,Withdrawn,0,0,1.0
444847,DDD,2013J,TMA,17.5,88.0,89,38.0,Withdrawn,0,0,-1.0
445136,BBB,2014B,TMA,5.0,12.0,10,79.0,Withdrawn,0,0,2.0
445136,BBB,2014B,CMA,1.0,47.0,49,100.0,Withdrawn,0,0,-2.0
445351,BBB,2013J,TMA,5.0,19.0,30,57.0,Withdrawn,0,0,-11.0
445351,BBB,2013J,TMA,18.0,47.0,66,46.0,Withdrawn,0,0,-19.0
445351,BBB,2013J,CMA,1.0,96.0,102,60.0,Withdrawn,0,0,-6.0
445351,BBB,2013J,CMA,1.0,131.0,133,100.0,Withdrawn,0,0,-2.0
