,score,score,score
445086,60.0,100.0,92.77777777777777
445109,38.0,94.0,76.42857142857143
445114,42.0,86.0,61.2
445125,40.0,100.0,66.54545454545455
445136,1.0,100.0,76.0
445145,74.0,97.0,83.8
445239,69.0,97.0,87.85714285714286
445351,46.0,100.0,65.75
445386,66.0,78.0,72.85714285714286
445410,58.0,97.0,74.16666666666667
445415,60.0,100.0,80.81818181818181
445429,40.0,85.0,64.42857142857143
445451,48.0,76.0,67.14285714285714
445494,74.0,100.0,84.9090909090909
445573,42.0,67.0,53.5
445647,100.0,100.0,100.0
445686,47.0,92.0,75.91666666666667
445749,66.0,66.0,66.0
445760,57.0,100.0,83.27272727272727
445774,68.0,100.0,82.6
445776,59.0,84.0,72.18181818181819
445777,80.0,100.0,92.85714285714286
445782,80.0,90.0,84.33333333333333
445785,13.0,69.0,41.0
445818,90.0,90.0,90.0
445857,67.0,97.0,87.0
445889,52.0,100.0,72.54545454545455
445917,85.0,100.0,93.4375
445921,22.0,22.0,22.0
445930,60.0,92.0,80.57142857142857
445947,54.0,91.0,76.0
445972,88.0,100.0,96.76923076923077
446045,40.0,100.0,72.36363636363636
446077,56.0,65.0,60.5
446097,44.0,85.0,61.0
446108,52.0,64.0,57.6
446246,85.0,100.0,92.85714285714286
446247,83.0,83.0,83.0
446279,77.0,92.0,81.57142857142857
446296,60.0,100.0,81.4
446324,90.0,97.0,92.75
446345,60.0,100.0,73.7
446357,53.0,53.0,53.0
446397,75.0,98.0,87.0
446439,58.0,82.0,64.83333333333333
446440,71.0,86.0,79.91666666666667
446448,76.0,81.0,78.5
446479,67.0,68.0,67.5
446619,100.0,100.0,100.0
446628,30.0,92.0,76.76923076923077
446650,40.0,100.0,71.72727272727273
446730,82.0,100.0,92.42857142857143
446755,83.0,100.0,92.9090909090909
446761,65.0,85.0,76.14285714285714
446778,71.0,96.0,86.0
446814,14.0,66.0,50.76923076923077
446856,57.0,100.0,77.2
446873,72.0,72.0,72.0
447036,82.0,92.0,87.0
447059,55.0,87.0,70.57142857142857
447086,40.0,100.0,74.45454545454545
447124,1.0,78.0,59.2
447127,80.0,80.0,80.0
447162,58.0,84.0,70.85714285714286
447184,65.0,100.0,87.8
447235,83.0,91.0,87.25
447242,62.0,91.0,80.42857142857143
447265,38.0,100.0,76.25
447292,65.0,100.0,78.33333333333333
447306,20.0,20.0,20.0
447324,1.0,58.0,33.0
447459,54.0,84.0,69.0
447475,60.0,100.0,80.77777777777777
447481,27.0,65.0,52.4
447510,17.0,90.0,59.857142857142854
447516,56.0,100.0,75.81818181818181
447644,60.0,100.0,85.375
447659,63.0,63.0,63.0
447695,72.0,90.0,81.0
447759,80.0,100.0,92.27272727272727
447782,38.0,100.0,83.9090909090909
447790,100.0,100.0,100.0
448370,11.0,11.0,11.0
464236,30.0,87.0,66.26666666666667
464522,78.0,78.0,78.0
464525,65.0,100.0,79.54545454545455
464616,40.0,64.0,53.583333333333336
464685,60.0,77.0,68.85714285714286
464724,20.0,87.0,66.8
464732,13.0,67.0,38.5
464748,51.0,85.0,66.77777777777777
464780,31.0,67.0,49.6
464785,50.0,97.0,82.5
464887,68.0,68.0,68.0
464924,75.0,89.0,83.14285714285714
464957,54.0,63.0,58.5
464968,68.0,90.0,80.0
464981,85.0,100.0,95.19047619047619
465009,82.0,84.0,83.0
465068,70.0,83.0,75.33333333333333
465078,68.0,80.0,74.66666666666667
465121,52.0,94.0,72.9090909090909
465175,36.0,91.0,65.125
465260,42.0,87.0,67.0
465294,67.0,90.0,79.75
465312,62.0,86.0,76.5
465331,48.0,94.0,69.5
465369,60.0,100.0,75.27272727272727
465392,74.0,96.0,88.75
465399,37.0,37.0,37.0
465406,43.0,98.0,77.0
465413,50.0,64.0,56.666666666666664
465421,55.0,90.0,70.25
465430,60.0,96.0,77.75
465441,62.0,94.0,80.5
465564,71.0,94.0,81.54545454545455
465567,54.0,100.0,69.6
465577,33.0,42.0,37.5
465599,65.0,100.0,83.66666666666667
465619,34.0,94.0,63.714285714285715
465629,29.0,85.0,65.9
465719,11.0,11.0,11.0
465727,21.0,79.0,54.57142857142857
465730,68.0,100.0,86.8
465732,27.0,72.0,45.25
465764,0.0,90.0,63.42857142857143
465777,30.0,92.0,65.25
465789,44.0,85.0,69.8
465843,32.0,100.0,76.6086956521739
465845,92.0,92.0,92.0
465893,80.0,99.0,90.75
465900,46.0,97.0,80.23809523809524
465952,0.0,100.0,67.11111111111111
466037,72.0,100.0,88.6
466120,49.0,92.0,76.25
466158,3.0,44.0,25.666666666666668
466202,40.0,100.0,77.63636363636364
466203,40.0,77.0,61.25
466216,73.0,100.0,84.78571428571429
466230,41.0,95.0,80.0
466289,35.0,100.0,77.625
466329,76.0,100.0,85.6
466347,30.0,84.0,72.0
466360,85.0,100.0,94.77777777777777
466372,62.0,89.0,78.5
466377,80.0,100.0,88.33333333333333
466425,53.0,82.0,71.25
466477,42.0,100.0,79.66666666666667
466508,58.0,68.0,63.75
466539,76.0,92.0,82.85714285714286
466576,16.0,89.0,69.44444444444444
466714,6.0,62.0,34.5
466800,46.0,100.0,67.33333333333333
466807,68.0,80.0,73.6
466810,70.0,100.0,85.36363636363636
466828,77.0,98.0,89.36363636363636
466854,60.0,100.0,84.5
466856,64.0,100.0,81.4
466880,21.0,92.0,70.0
466892,92.0,98.0,94.25
466900,60.0,100.0,83.57142857142857
466959,55.0,80.0,64.33333333333333
466961,84.0,98.0,91.25
466973,75.0,100.0,91.66666666666667
466987,58.0,93.0,78.0
466990,33.0,75.0,55.857142857142854
467035,69.0,100.0,88.5
467100,58.0,100.0,80.44444444444444
467144,71.0,92.0,83.66666666666667
467230,39.0,100.0,77.4375
467243,67.0,86.0,76.42857142857143
467292,73.0,100.0,86.7
467294,36.0,86.0,64.15384615384616
467302,82.0,93.0,89.25
467303,57.0,100.0,74.0909090909091
467363,36.0,84.0,64.0
467381,100.0,100.0,100.0
467396,1.0,87.0,66.2
467413,5.0,90.0,60.0
467416,68.0,91.0,84.5
467504,49.0,90.0,72.16666666666667
467506,64.0,97.0,86.16666666666667
467524,70.0,96.0,86.75
467580,40.0,100.0,78.27272727272727
467582,56.0,91.0,77.58333333333333
467606,90.0,100.0,95.0
467700,64.0,95.0,78.75
467725,63.0,89.0,73.91666666666667
467753,40.0,62.0,51.0
467756,67.0,80.0,73.5
467776,18.0,18.0,18.0
467822,60.0,97.0,87.92857142857143
467854,58.0,86.0,74.16666666666667
467893,60.0,100.0,75.71428571428571
467894,10.0,10.0,10.0
467901,68.0,76.0,72.0
468021,51.0,80.0,60.75
468120,38.0,42.0,40.0
468349,60.0,100.0,78.33333333333333
468386,33.0,95.0,
468482,56.0,56.0,56.0
468497,78.0,86.0,82.66666666666667
468529,59.0,100.0,86.42857142857143
468623,56.0,56.0,56.0
468657,43.0,43.0,43.0
468672,5.0,67.0,46.5
468694,55.0,68.0,61.2
468720,68.0,100.0,81.14285714285714
468729,56.0,81.0,70.66666666666667
468730,86.0,86.0,86.0
468753,29.0,70.0,46.77777777777778
468792,69.0,100.0,85.33333333333333
468808,29.0,94.0,68.23076923076923
468845,78.0,94.0,86.71428571428571
468902,43.0,90.0,71.0
468908,28.0,70.0,49.0
468927,55.0,87.0,73.0
468947,74.0,78.0,76.0
468949,59.0,100.0,79.3
469016,40.0,92.0,62.142857142857146
469113,70.0,96.0,86.0
469154,67.0,92.0,80.8
469177,57.0,100.0,83.0909090909091
469281,76.0,88.0,81.5
469389,30.0,49.0,39.5
469424,87.0,98.0,91.75
469425,11.0,45.0,33.25
469465,45.0,77.0,55.333333333333336
469499,52.0,100.0,79.5
469553,70.0,86.0,78.28571428571429
469579,48.0,100.0,60.0
469614,0.0,84.0,58.333333333333336
469624,28.0,80.0,50.857142857142854
469633,62.0,100.0,83.0
469683,20.0,100.0,66.18181818181819
469743,82.0,100.0,89.25
469761,81.0,98.0,90.3076923076923
469861,93.0,99.0,95.0
469878,71.0,100.0,83.72727272727273
469887,56.0,56.0,56.0
469959,70.0,80.0,75.0
469977,57.0,100.0,75.16666666666667
470001,82.0,97.0,91.25
470002,30.0,70.0,52.0
470037,72.0,72.0,72.0
470113,40.0,100.0,75.9090909090909
470159,40.0,78.0,57.333333333333336
470187,70.0,100.0,89.44444444444444
470318,60.0,100.0,87.36363636363636
470331,73.0,100.0,83.1
470340,80.0,100.0,89.375
470385,72.0,96.0,87.44444444444444
470403,24.0,57.0,41.714285714285715
470461,45.0,88.0,67.33333333333333
470464,29.0,100.0,62.8
470534,68.0,97.0,82.5
470588,66.0,86.0,79.33333333333333
470617,64.0,67.0,65.5
470619,46.0,97.0,77.27272727272727
470637,6.0,47.0,27.125
470653,62.0,100.0,84.1
470693,84.0,100.0,92.18181818181819
470733,9.0,86.0,48.857142857142854
470786,53.0,85.0,69.66666666666667
470869,65.0,100.0,85.81818181818181
470870,68.0,70.0,68.5
470900,60.0,100.0,79.44444444444444
470914,20.0,65.0,44.7
470921,17.0,89.0,57.0
470982,60.0,65.0,61.6
471018,30.0,85.0,
471027,96.0,100.0,98.8
471189,58.0,58.0,58.0
471196,40.0,100.0,78.0909090909091
471219,30.0,100.0,68.0
471284,33.0,82.0,64.5
471373,84.0,100.0,90.42857142857143
471434,65.0,100.0,78.75
471476,96.0,96.0,96.0
471525,59.0,100.0,81.36363636363636
471580,13.0,96.0,63.266666666666666
471654,78.0,96.0,88.28571428571429
471657,56.0,92.0,79.2
471669,49.0,50.0,49.5
471711,25.0,100.0,62.81818181818182
471781,63.0,84.0,73.5
471810,78.0,78.0,78.0
471925,57.0,100.0,79.72727272727273
471973,69.0,88.0,81.91666666666667
471976,45.0,45.0,45.0
471977,70.0,95.0,85.08333333333333
471979,54.0,93.0,73.44444444444444
472000,32.0,71.0,56.57142857142857
472049,39.0,100.0,69.5
472060,39.0,100.0,77.22222222222223
472073,55.0,100.0,75.83333333333333
472087,40.0,90.0,65.3076923076923
472120,42.0,76.0,59.25
472180,55.0,83.0,66.4
472182,69.0,80.0,74.0
472257,65.0,85.0,73.14285714285714
472262,34.0,100.0,68.18181818181819
472284,88.0,97.0,94.14285714285714
472290,78.0,92.0,86.16666666666667
472309,38.0,92.0,58.46153846153846
472327,49.0,100.0,66.54545454545455
472336,57.0,93.0,83.0
472341,72.0,97.0,87.25
472348,38.0,38.0,38.0
472511,60.0,100.0,86.66666666666667
472584,0.0,80.0,52.36363636363637
472586,40.0,100.0,73.77777777777777
472602,42.0,77.0,66.16666666666667
472616,44.0,91.0,74.85714285714286
472651,75.0,96.0,88.25
472736,76.0,100.0,93.55555555555556
472762,73.0,99.0,89.07692307692308
472810,68.0,72.0,70.0
472857,36.0,73.0,60.5
472911,40.0,100.0,67.85714285714286
472949,61.0,100.0,89.07692307692308
473008,45.0,92.0,72.5
473081,68.0,90.0,82.66666666666667
473082,32.0,80.0,56.333333333333336
473095,1.0,100.0,78.86666666666666
473102,16.0,65.0,44.2
473104,16.0,71.0,52.714285714285715
473129,35.0,95.0,77.71428571428571
473162,73.0,100.0,91.33333333333333
473265,51.0,51.0,51.0
473271,20.0,100.0,71.92857142857143
473328,69.0,100.0,85.33333333333333
473340,24.0,72.0,53.5
473378,62.0,98.0,86.0
473491,25.0,100.0,89.57142857142857
473509,77.0,77.0,77.0
473640,6.0,40.0,21.857142857142858
473706,91.0,91.0,91.0
473739,73.0,91.0,83.25
473789,65.0,89.0,78.91666666666667
473896,48.0,58.0,53.0
473924,75.0,100.0,92.77777777777777
473943,44.0,62.0,53.0
473965,30.0,97.0,75.0
474067,60.0,100.0,80.0
474071,60.0,100.0,76.2
474119,55.0,55.0,55.0
474126,64.0,92.0,79.16666666666667
474133,40.0,75.0,56.916666666666664
474153,3.0,79.0,45.285714285714285
474246,65.0,93.0,80.4
474283,26.0,50.0,34.666666666666664
474290,76.0,93.0,85.0
474385,63.0,78.0,70.5
474387,88.0,100.0,91.0
474408,66.0,100.0,79.0
474451,17.0,67.0,34.833333333333336
474464,53.0,83.0,69.07142857142857
474495,69.0,100.0,87.0625
474508,57.0,70.0,63.5
474607,20.0,46.0,31.285714285714285
474628,22.0,96.0,79.3076923076923
474633,40.0,93.0,76.78571428571429
474667,52.0,89.0,71.5
474674,78.0,78.0,78.0
474677,60.0,80.0,74.5
474740,27.0,81.0,57.54545454545455
474759,46.0,46.0,46.0
474902,26.0,70.0,56.142857142857146
474949,54.0,78.0,64.83333333333333
475015,52.0,90.0,72.16666666666667
475065,58.0,90.0,77.22222222222223
475095,40.0,95.0,77.375
475149,58.0,94.0,80.33333333333333
475163,53.0,89.0,75.0
475215,93.0,100.0,96.0
475241,60.0,80.0,70.0
475253,68.0,96.0,79.0
475363,1.0,65.0,49.2
475370,86.0,96.0,90.75
475443,30.0,44.0,37.0
475460,52.0,68.0,59.285714285714285
475480,60.0,60.0,60.0
475497,64.0,79.0,71.5
475556,50.0,50.0,50.0
475594,77.0,100.0,86.66666666666667
475619,69.0,95.0,79.22222222222223
475681,85.0,98.0,91.0
475688,49.0,100.0,71.0
475734,0.0,94.0,63.625
475811,53.0,92.0,70.33333333333333
475839,30.0,65.0,44.5
475863,73.0,96.0,85.85714285714286
475883,64.0,97.0,82.71428571428571
475893,54.0,70.0,63.75
475897,39.0,87.0,66.72727272727273
475908,27.0,85.0,59.57142857142857
475945,60.0,92.0,80.55555555555556
475981,59.0,100.0,78.875
476037,10.0,100.0,67.38461538461539
476041,40.0,85.0,62.642857142857146
476108,46.0,100.0,84.77777777777777
476144,11.0,82.0,49.42857142857143
476170,46.0,63.0,54.5
476194,72.0,92.0,79.33333333333333
476201,73.0,100.0,87.72727272727273
476278,66.0,100.0,
476297,58.0,100.0,74.0909090909091
476355,42.0,52.0,47.0
476369,80.0,100.0,91.18181818181819
476401,40.0,82.0,59.166666666666664
476438,89.0,98.0,94.0
476457,68.0,68.0,68.0
476497,43.0,78.0,59.0
476520,58.0,88.0,77.16666666666667
476596,64.0,100.0,80.7
476603,79.0,87.0,83.8
476629,37.0,79.0,64.08333333333333
476637,93.0,100.0,96.78571428571429
476709,78.0,96.0,82.45454545454545
476710,64.0,100.0,83.27272727272727
476769,58.0,100.0,72.4
476783,78.0,100.0,90.36363636363636
476816,48.0,100.0,80.5
476822,15.0,73.0,46.285714285714285
476845,40.0,96.0,75.83333333333333
476910,73.0,100.0,86.92857142857143
476912,68.0,68.0,68.0
476921,45.0,80.0,66.66666666666667
476937,29.0,84.0,55.2
476946,72.0,72.0,72.0
476964,85.0,97.0,91.64285714285714
477009,0.0,100.0,62.81818181818182
477011,40.0,100.0,75.0
477067,76.0,100.0,86.85714285714286
477099,54.0,89.0,72.72727272727273
477120,60.0,98.0,87.0
477128,81.0,99.0,87.0
477161,37.0,88.0,57.714285714285715
477164,36.0,100.0,71.0
477167,64.0,100.0,91.0909090909091
477185,52.0,100.0,77.33333333333333
477319,45.0,73.0,59.333333333333336
477348,72.0,94.0,84.57142857142857
477354,59.0,90.0,74.57142857142857
477412,69.0,88.0,78.5
477451,37.0,81.0,63.09090909090909
477468,40.0,100.0,68.88888888888889
477517,62.0,100.0,90.92307692307692
477556,36.0,80.0,58.666666666666664
477588,45.0,86.0,67.75
477650,55.0,100.0,75.0
477734,56.0,100.0,75.27272727272727
477779,56.0,100.0,68.33333333333333
477812,76.0,95.0,87.83333333333333
477825,56.0,100.0,74.7
477833,48.0,82.0,66.38888888888889
477835,50.0,100.0,69.42857142857143
478025,30.0,30.0,30.0
478069,59.0,100.0,79.8
478073,73.0,93.0,82.27272727272727
478212,20.0,71.0,45.9
478213,47.0,93.0,72.64285714285714
478238,79.0,92.0,88.16666666666667
478242,59.0,100.0,85.44444444444444
478244,16.0,71.0,52.857142857142854
478279,68.0,91.0,83.08333333333333
478289,56.0,75.0,67.0
478317,25.0,100.0,
478326,65.0,75.0,70.0
478332,30.0,94.0,73.5
478337,64.0,88.0,78.0
478346,35.0,100.0,79.68181818181819
478412,1.0,92.0,66.6
478432,63.0,89.0,74.41666666666667
478435,62.0,70.0,66.0
478444,60.0,100.0,85.36363636363636
478513,18.0,94.0,78.33333333333333
478517,82.0,95.0,86.75
478550,34.0,96.0,80.33333333333333
478556,60.0,100.0,84.44444444444444
478562,11.0,97.0,60.2
478583,50.0,82.0,66.66666666666667
478660,81.0,97.0,91.16666666666667
478685,80.0,80.0,80.0
478718,65.0,65.0,65.0
478744,25.0,25.0,25.0
478784,75.0,100.0,93.33333333333333
478791,93.0,96.0,94.75
478792,20.0,100.0,60.8
478873,45.0,100.0,67.66666666666667
478886,68.0,100.0,84.75
478967,40.0,100.0,66.54545454545455
478977,60.0,81.0,67.0
479020,52.0,100.0,72.63636363636364
479057,71.0,92.0,84.66666666666667
479060,88.0,100.0,95.27272727272727
479061,69.0,92.0,82.83333333333333
479141,71.0,95.0,81.42857142857143
479170,78.0,100.0,89.63636363636364
479171,76.0,100.0,89.9
479305,62.0,100.0,87.36363636363636
479343,60.0,100.0,83.3
479347,53.0,53.0,53.0
479356,72.0,97.0,79.625
479442,20.0,100.0,69.88888888888889
479457,74.0,99.0,89.85714285714286
479516,60.0,100.0,77.0
479519,60.0,100.0,75.0
479522,4.0,78.0,49.333333333333336
479553,49.0,95.0,70.57142857142857
479607,59.0,70.0,63.0
479649,43.0,90.0,62.875
479738,40.0,80.0,65.9090909090909
479753,0.0,78.0,57.0
479764,80.0,96.0,88.41666666666667
479828,24.0,84.0,54.333333333333336
479845,62.0,98.0,79.08333333333333
479848,91.0,100.0,96.57142857142857
479853,77.0,100.0,86.9090909090909
479860,65.0,92.0,80.33333333333333
479922,55.0,86.0,69.16666666666667
479939,55.0,78.0,69.58333333333333
479977,56.0,90.0,75.16666666666667
479987,54.0,94.0,74.42857142857143
480014,68.0,98.0,82.83333333333333
480025,28.0,86.0,57.5
480086,80.0,100.0,89.0
480115,50.0,89.0,77.77777777777777
480181,52.0,80.0,62.0
480199,56.0,95.0,84.16666666666667
480207,51.0,95.0,82.21428571428571
480225,17.0,80.0,48.333333333333336
480303,62.0,68.0,65.0
480372,40.0,100.0,69.55555555555556
480382,30.0,100.0,75.2
480458,43.0,100.0,72.33333333333333
480507,77.0,100.0,89.9090909090909
480554,80.0,100.0,88.0
480579,61.0,89.0,76.0
480590,50.0,100.0,80.0
480604,65.0,90.0,76.4
480650,88.0,100.0,96.45454545454545
480667,39.0,100.0,71.33333333333333
480716,34.0,77.0,56.42857142857143
480815,57.0,100.0,85.3
480888,69.0,100.0,86.81818181818181
480914,,,
480928,0.0,43.0,21.5
480929,78.0,100.0,91.91304347826087
480937,69.0,96.0,84.66666666666667
480938,41.0,90.0,66.28571428571429
480943,54.0,100.0,75.66666666666667
480956,71.0,91.0,81.42857142857143
480959,48.0,100.0,75.88888888888889
480960,80.0,99.0,88.33333333333333
480981,50.0,55.0,53.0
480984,50.0,99.0,80.25
481010,80.0,100.0,90.81818181818181
481022,40.0,57.0,49.0
481024,70.0,70.0,70.0
481143,12.0,100.0,61.375
481150,60.0,100.0,88.0
481169,36.0,100.0,64.57142857142857
481210,40.0,60.0,46.666666666666664
481227,82.0,95.0,87.0
481240,61.0,100.0,77.25
481314,56.0,98.0,75.52380952380952
481350,46.0,100.0,80.2
481367,68.0,92.0,80.0
481404,40.0,100.0,77.88888888888889
481448,54.0,100.0,68.55555555555556
481453,66.0,100.0,87.41666666666667
481538,60.0,93.0,76.57142857142857
481549,59.0,97.0,79.57142857142857
481580,60.0,100.0,81.36363636363636
481593,61.0,100.0,80.2
481607,78.0,100.0,90.36363636363636
481618,94.0,100.0,96.5
481667,42.0,80.0,57.833333333333336
481717,71.0,96.0,86.25
481762,60.0,100.0,71.44444444444444
481772,60.0,60.0,60.0
481787,61.0,92.0,77.25
481790,53.0,100.0,73.2
481863,62.0,80.0,73.25
481884,24.0,76.0,55.5
481947,70.0,70.0,70.0
482012,80.0,95.0,89.66666666666667
482030,83.0,90.0,86.25
482071,57.0,96.0,77.33333333333333
482083,49.0,94.0,71.14285714285714
482117,40.0,40.0,40.0
482145,11.0,66.0,43.75
482173,87.0,98.0,92.77777777777777
482187,78.0,100.0,87.83333333333333
482264,27.0,76.0,47.666666666666664
482275,58.0,86.0,72.0
482280,70.0,84.0,76.0
482356,40.0,100.0,78.0909090909091
482406,71.0,82.0,76.66666666666667
482467,60.0,100.0,83.63636363636364
482513,59.0,98.0,84.16666666666667
482644,80.0,97.0,91.08333333333333
482677,75.0,100.0,90.71428571428571
482680,74.0,100.0,86.7
482710,79.0,100.0,89.0
482726,84.0,93.0,88.25
482745,28.0,59.0,43.8
482751,100.0,100.0,100.0
482766,60.0,100.0,71.27272727272727
482810,69.0,100.0,87.88888888888889
482843,65.0,89.0,78.0
482856,56.0,94.0,80.92857142857143
482868,44.0,90.0,74.28571428571429
482938,11.0,11.0,11.0
482945,40.0,100.0,63.25
483031,63.0,100.0,88.54545454545455
483037,55.0,84.0,67.75
483064,60.0,100.0,83.81818181818181
483074,40.0,100.0,80.18181818181819
483108,47.0,100.0,78.42857142857143
483109,64.0,100.0,78.0
483131,75.0,90.0,82.75
483136,33.0,80.0,62.714285714285715
483149,71.0,94.0,83.71428571428571
483200,69.0,95.0,83.0
483243,70.0,100.0,86.5
483267,60.0,64.0,62.0
483275,24.0,98.0,76.8
483315,1.0,74.0,57.6
483362,24.0,86.0,50.142857142857146
483371,40.0,100.0,81.11111111111111
483389,61.0,92.0,77.08333333333333
483411,57.0,100.0,73.5
483468,60.0,100.0,82.54545454545455
483470,0.0,59.0,38.666666666666664
483479,84.0,84.0,84.0
483485,69.0,100.0,81.63636363636364
483508,68.0,100.0,83.6
483543,69.0,100.0,83.33333333333333
483582,64.0,64.0,64.0
483620,46.0,81.0,65.66666666666667
483626,16.0,96.0,76.54545454545455
483646,54.0,100.0,70.0909090909091
483656,48.0,86.0,67.0
483666,89.0,90.0,89.5
483674,1.0,1.0,1.0
483703,83.0,100.0,88.66666666666667
483706,71.0,91.0,80.75
483724,34.0,84.0,65.33333333333333
483744,42.0,100.0,73.14285714285714
483793,67.0,89.0,78.0
483800,67.0,78.0,70.6
483818,67.0,97.0,85.14285714285714
483858,64.0,100.0,77.72727272727273
483869,73.0,97.0,85.0
483872,74.0,89.0,83.25
483876,57.0,100.0,78.11111111111111
483921,54.0,100.0,80.0
483934,27.0,86.0,53.714285714285715
483952,48.0,100.0,71.18181818181819
483959,40.0,100.0,69.71428571428571
483975,38.0,89.0,62.083333333333336
483997,62.0,96.0,83.75
484010,76.0,96.0,85.33333333333333
484039,8.0,80.0,
484075,63.0,97.0,82.91666666666667
484125,56.0,82.0,66.0
484130,59.0,60.0,59.333333333333336
484135,48.0,100.0,75.81818181818181
484165,80.0,80.0,80.0
484174,28.0,50.0,41.333333333333336
484213,35.0,89.0,66.71428571428571
484223,60.0,100.0,84.3
484242,23.0,84.0,69.4
484252,1.0,60.0,42.8
484266,47.0,69.0,57.0
484301,53.0,100.0,84.72727272727273
484312,54.0,58.0,56.0
484355,20.0,49.0,34.333333333333336
484412,55.0,100.0,82.27272727272727
484423,57.0,91.0,79.85714285714286
484435,90.0,100.0,94.5
484436,51.0,68.0,56.857142857142854
484458,84.0,98.0,90.75
484464,54.0,100.0,73.0
484475,78.0,80.0,79.0
484490,1.0,83.0,57.8
484494,70.0,70.0,70.0
484550,100.0,100.0,100.0
484556,38.0,80.0,65.0
484574,54.0,82.0,62.8
484594,41.0,94.0,78.08333333333333
484675,18.0,78.0,42.0
484762,37.0,98.0,75.0
484768,43.0,100.0,67.33333333333333
484780,54.0,97.0,78.75
484787,78.0,78.0,78.0
484790,56.0,98.0,76.83333333333333
484816,60.0,89.0,75.75
484885,57.0,100.0,82.0
484897,37.0,78.0,64.8
484933,80.0,100.0,93.36363636363636
484947,55.0,81.0,72.16666666666667
484983,73.0,100.0,86.85714285714286
484999,48.0,57.0,53.666666666666664
485006,50.0,100.0,76.0
485180,65.0,100.0,79.45454545454545
485195,36.0,87.0,66.57142857142857
485219,11.0,54.0,33.666666666666664
485228,43.0,84.0,61.25
485262,75.0,100.0,89.54545454545455
485282,78.0,95.0,86.0
485312,70.0,100.0,85.61904761904762
485374,63.0,82.0,73.5
485399,58.0,100.0,74.45454545454545
485421,40.0,65.0,49.333333333333336
485439,1.0,64.0,41.25
485448,60.0,100.0,76.875
485464,31.0,89.0,59.5
485506,25.0,73.0,51.857142857142854
485519,68.0,83.0,74.42857142857143
485528,60.0,98.0,85.58333333333333
485534,80.0,100.0,90.81818181818181
485544,39.0,73.0,56.166666666666664
485582,44.0,92.0,74.75
485594,0.0,97.0,58.625
485604,80.0,91.0,86.22222222222223
485630,62.0,100.0,83.0909090909091
485671,52.0,83.0,69.16666666666667
485675,33.0,100.0,67.8
485734,20.0,88.0,64.28571428571429
485762,66.0,100.0,81.81818181818181
485766,79.0,94.0,87.92857142857143
485768,60.0,95.0,74.91666666666667
485772,40.0,100.0,74.0909090909091
485780,69.0,87.0,81.5
485791,32.0,83.0,66.71428571428571
485853,100.0,100.0,100.0
485885,71.0,94.0,83.83333333333333
485898,73.0,92.0,83.0
485909,37.0,85.0,61.5
485920,32.0,78.0,53.44444444444444
485944,45.0,77.0,66.5
485962,72.0,94.0,80.4
485980,54.0,100.0,71.36363636363636
486004,46.0,80.0,63.5
486007,70.0,98.0,84.41666666666667
486022,52.0,73.0,62.142857142857146
486087,70.0,93.0,85.41666666666667
486099,73.0,100.0,88.4
486145,50.0,70.0,61.333333333333336
486279,75.0,100.0,88.22222222222223
486282,44.0,100.0,70.33333333333333
486287,61.0,98.0,75.14285714285714
486300,56.0,68.0,62.0
486378,40.0,40.0,40.0
486391,79.0,100.0,89.54545454545455
486457,42.0,100.0,80.54545454545455
486511,48.0,90.0,68.08333333333333
486516,28.0,100.0,59.2
486521,54.0,100.0,71.36363636363636
486533,51.0,92.0,79.14285714285714
486545,81.0,93.0,85.25
486551,26.0,74.0,54.666666666666664
486656,75.0,100.0,87.72727272727273
486737,40.0,40.0,40.0
486836,68.0,94.0,81.5
486877,27.0,88.0,72.0
486890,49.0,77.0,62.42857142857143
486948,3.0,90.0,63.25
486964,62.0,95.0,84.38461538461539
486994,83.0,100.0,95.2
487002,80.0,100.0,91.9
487168,23.0,82.0,58.583333333333336
487214,69.0,100.0,79.14285714285714
487239,78.0,85.0,82.0
487247,49.0,78.0,59.4
487267,30.0,40.0,35.0
487271,86.0,94.0,90.0
487278,75.0,100.0,89.125
487293,35.0,59.0,44.857142857142854
487314,48.0,100.0,84.95
487329,68.0,100.0,82.3
487371,62.0,100.0,81.54545454545455
487543,51.0,100.0,
487556,49.0,79.0,66.8
487570,44.0,44.0,44.0
487588,87.0,97.0,91.0
487607,28.0,70.0,47.833333333333336
487621,80.0,95.0,89.5
487629,26.0,67.0,41.111111111111114
487636,42.0,84.0,64.5
487646,17.0,100.0,65.0909090909091
487681,67.0,100.0,79.88888888888889
487711,83.0,100.0,94.14285714285714
488136,64.0,90.0,77.0
488185,72.0,72.0,72.0
488195,85.0,100.0,93.9090909090909
488324,52.0,52.0,52.0
488386,45.0,97.0,70.0
488394,66.0,98.0,87.16666666666667
488425,78.0,100.0,89.66666666666667
488427,48.0,100.0,70.54545454545455
488431,10.0,80.0,46.666666666666664
488445,60.0,100.0,76.75
488477,56.0,100.0,72.66666666666667
488524,68.0,92.0,80.0
488525,68.0,97.0,80.41666666666667
488575,66.0,90.0,77.57142857142857
488675,46.0,98.0,86.75
488680,84.0,94.0,89.57142857142857
488755,89.0,89.0,89.0
488758,38.0,66.0,52.0
488863,65.0,100.0,83.45454545454545
488941,91.0,100.0,95.71428571428571
488968,84.0,100.0,93.33333333333333
488990,40.0,62.0,54.0
489084,63.0,80.0,71.5
489087,72.0,93.0,83.75
489137,74.0,97.0,85.08333333333333
489146,64.0,86.0,75.0
