,index,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,mean_clicks,sum_clicks
3317,3317,1,1,551136,0,5,2,2,0,0,60,0,3,1.375,11.0
3318,3318,1,1,551205,0,1,2,7,0,1,60,0,2,1.791044776119403,120.0
3319,3319,1,1,551219,0,10,0,3,0,0,90,0,2,2.2927536231884056,791.0
3320,3320,1,1,551234,0,3,2,1,1,0,60,0,2,6.59663191659984,8226.0
3321,3321,1,1,551347,1,10,2,3,0,1,60,0,2,2.252,563.0
3323,3323,1,1,551628,0,12,2,0,0,0,120,1,3,2.0,40.0
3324,3324,1,1,551802,0,3,0,7,0,0,60,0,1,2.0041152263374484,487.0
3325,3325,1,1,551836,1,4,2,1,0,0,60,0,2,2.297560975609756,471.0
3326,3326,1,1,552116,0,11,2,2,0,0,60,0,2,2.2737226277372264,623.0
3327,3327,1,1,552177,0,5,0,2,0,0,60,0,1,1.7058823529411764,29.0
3328,3328,1,1,552205,0,6,2,0,0,1,60,0,2,3.3741935483870966,1046.0
3329,3329,1,1,552339,0,0,1,5,0,0,60,0,2,2.905548996458087,2461.0
3330,3330,1,1,552399,0,3,0,3,0,0,60,1,0,2.1923076923076925,969.0
3331,3331,1,1,552515,0,9,0,3,1,0,120,0,2,2.325,93.0
3332,3332,1,1,552622,0,11,2,2,1,1,60,0,2,3.516759776536313,2518.0
3333,3333,1,1,552865,0,5,2,0,0,0,60,0,3,1.0,2.0
3334,3334,1,1,552883,0,12,1,2,0,0,120,0,1,2.5714285714285716,54.0
3335,3335,1,1,553078,0,10,0,4,0,0,60,0,2,2.522935779816514,275.0
3337,3337,1,1,553825,0,8,2,7,0,0,120,0,2,1.8275862068965518,106.0
3338,3338,1,1,553856,1,0,1,5,0,0,60,0,2,2.378205128205128,1113.0
3339,3339,1,1,553893,0,8,2,7,0,0,180,0,1,1.3888888888888888,25.0
3340,3340,1,1,554243,0,9,2,6,0,0,60,0,1,2.5120481927710845,417.0
3341,3341,1,1,554297,0,2,2,2,0,0,120,0,1,2.1157894736842104,201.0
3342,3342,1,1,554314,0,8,1,7,1,0,120,0,1,3.140625,603.0
3343,3343,1,1,554540,1,5,0,1,0,0,120,0,2,2.303867403314917,834.0
3344,3344,1,1,555061,0,3,2,2,0,0,90,1,1,1.5789473684210527,60.0
3345,3345,1,1,555346,0,9,2,1,0,0,60,1,2,2.4403669724770642,798.0
3346,3346,1,1,555614,0,1,2,9,1,1,60,0,0,2.733568075117371,2329.0
3347,3347,1,1,555721,0,8,0,6,1,0,60,0,2,3.3824884792626726,1468.0
3349,3349,1,1,556062,0,5,0,2,0,0,60,0,1,2.44,61.0
3350,3350,1,1,556089,0,0,2,3,0,0,60,0,0,2.9296875,375.0
3351,3351,1,1,556175,1,10,2,1,1,1,60,0,2,2.0642201834862384,225.0
3352,3352,1,1,556228,1,1,0,9,1,0,60,0,2,2.2074766355140185,1181.0
3353,3353,1,1,556427,0,1,0,2,0,0,60,0,3,2.35,141.0
3354,3354,1,1,556592,0,3,0,5,0,0,60,0,2,2.5821917808219177,377.0
3355,3355,1,1,556637,0,1,2,6,0,0,60,0,3,3.980392156862745,203.0
3356,3356,1,1,556738,0,0,2,7,0,0,120,0,1,2.4,60.0
3357,3357,1,1,556972,0,9,2,2,0,0,60,0,2,2.4942528735632186,651.0
3358,3358,1,1,557652,0,0,2,7,0,0,120,0,1,2.253369272237197,836.0
3359,3359,1,1,558035,0,8,0,8,0,0,120,0,3,2.438202247191011,434.0
3360,3360,1,1,558333,0,8,2,4,0,0,60,0,2,2.0384615384615383,106.0
3361,3361,1,1,558533,0,11,0,0,0,0,60,0,2,2.5473684210526315,484.0
3362,3362,1,1,558661,0,5,2,5,0,0,60,0,1,2.2616822429906542,242.0
3363,3363,1,1,558755,0,5,0,0,1,0,60,0,1,1.492537313432836,100.0
3364,3364,1,1,558962,0,9,2,9,0,0,60,0,2,2.8241206030150754,562.0
3365,3365,1,1,558983,0,6,0,5,0,0,60,1,1,2.0732142857142857,1161.0
3366,3366,1,1,559139,0,0,0,3,1,0,60,0,3,2.3389830508474576,138.0
3367,3367,1,1,559168,1,1,1,6,1,0,60,0,2,1.703448275862069,247.0
3369,3369,1,1,559382,0,9,0,8,0,0,180,0,2,2.076923076923077,783.0
3370,3370,1,1,559414,0,6,1,0,1,0,60,0,2,2.052287581699346,628.0
3371,3371,1,1,559584,0,11,0,8,1,0,60,0,2,3.0,219.0
3372,3372,1,1,559685,0,6,1,2,1,0,60,0,1,2.088888888888889,376.0
3373,3373,1,1,559851,0,4,0,7,0,0,60,0,2,3.142857142857143,352.0
3374,3374,1,1,560030,0,3,2,3,0,1,120,0,1,2.642857142857143,259.0
3375,3375,1,1,560074,0,0,0,3,0,0,60,1,2,3.4,748.0
3376,3376,1,1,560430,0,1,2,6,1,0,60,0,1,2.971830985915493,211.0
3379,3379,1,1,560567,0,11,2,2,0,0,120,0,2,2.1285714285714286,298.0
3380,3380,1,1,560676,0,1,2,6,1,0,60,0,1,2.3214285714285716,260.0
3381,3381,1,1,560773,0,8,0,8,0,0,120,0,2,3.157004830917874,1307.0
3382,3382,1,1,560920,0,3,0,3,1,0,120,0,3,2.5384615384615383,231.0
3383,3383,1,1,561312,0,12,0,1,0,0,60,0,0,2.1948818897637796,1115.0
3384,3384,1,1,561457,0,4,2,0,0,0,150,0,2,2.354767184035477,1062.0
3385,3385,1,1,561534,0,6,1,7,1,0,60,0,2,3.759375,2406.0
3386,3386,1,1,561549,0,4,1,4,1,0,60,0,1,2.481012658227848,392.0
3387,3387,1,1,561591,0,4,0,0,0,0,60,0,2,2.172185430463576,328.0
3388,3388,1,1,561640,0,0,0,8,0,0,60,0,0,2.7422222222222223,617.0
3389,3389,1,1,561674,0,0,2,6,0,0,120,0,3,1.4,14.0
3390,3390,1,1,561841,0,6,2,3,0,0,60,0,2,2.2395287958115184,1711.0
3392,3392,1,1,562090,0,8,2,4,1,0,60,0,2,2.3624595469255665,730.0
3393,3393,1,1,562270,1,5,0,1,1,0,120,0,2,4.316715542521994,2944.0
3394,3394,1,1,562456,0,9,2,2,0,0,60,0,1,2.6741573033707864,714.0
3397,3397,1,1,563174,0,3,2,0,0,0,60,0,1,2.357142857142857,33.0
3398,3398,1,1,563374,1,6,2,8,0,0,60,0,1,2.402088772845953,920.0
3399,3399,1,1,563706,0,7,0,7,1,0,60,0,2,2.3009708737864076,1185.0
3400,3400,1,1,563733,0,0,0,3,1,0,60,0,2,2.4326241134751774,343.0
3401,3401,1,1,563735,0,11,0,1,0,0,60,0,2,2.268292682926829,558.0
3402,3402,1,1,563769,0,12,0,0,0,0,60,0,1,2.4942528735632186,217.0
3403,3403,1,1,563794,0,1,2,7,0,0,60,0,2,2.2028985507246377,456.0
3404,3404,1,1,564105,0,9,0,7,0,0,60,0,2,2.958904109589041,2592.0
3405,3405,1,1,564129,1,11,2,1,1,0,60,0,2,1.9873417721518987,157.0
3406,3406,1,1,564144,0,10,2,6,0,0,60,0,2,3.2266666666666666,242.0
3407,3407,1,1,564245,0,6,4,5,0,0,60,0,2,2.179054054054054,645.0
3408,3408,1,1,564268,0,0,0,8,0,0,90,0,2,3.036529680365297,665.0
3410,3410,1,1,564596,0,12,0,1,1,0,90,0,3,3.4683544303797467,274.0
3411,3411,1,1,564626,1,3,0,8,0,0,60,0,1,2.1666666666666665,299.0
3413,3413,1,1,564792,1,2,0,4,0,0,60,0,1,2.212230215827338,615.0
3414,3414,1,1,564898,0,7,0,3,0,0,75,0,0,1.9787234042553192,465.0
3416,3416,1,1,564958,0,8,0,4,0,0,60,1,2,2.692753623188406,929.0
3417,3417,1,1,564972,0,1,2,0,0,0,120,0,3,2.7857142857142856,78.0
3419,3419,1,1,565393,0,11,0,2,0,0,60,0,1,2.3795180722891565,395.0
3421,3421,1,1,565513,0,10,0,6,0,0,120,0,0,2.840155945419103,1457.0
3423,3423,1,1,565582,0,10,2,1,0,0,60,0,2,2.5876288659793816,251.0
3424,3424,1,1,565607,0,3,1,3,0,0,120,0,2,1.910179640718563,638.0
3425,3425,1,1,565715,0,7,0,2,0,0,60,0,2,2.526315789473684,1200.0
3427,3427,1,1,565888,0,11,0,2,0,0,60,0,2,3.570048309178744,739.0
3428,3428,1,1,565919,0,6,2,6,0,0,60,0,2,4.0344827586206895,1404.0
3429,3429,1,1,566133,0,0,0,6,0,0,60,0,0,2.769230769230769,432.0
3430,3430,1,1,566339,0,1,0,2,0,0,60,1,2,1.8902439024390243,155.0
3431,3431,1,1,566346,0,6,1,4,1,0,60,0,0,3.875529212531753,4577.0
3432,3432,1,1,566358,0,0,0,7,0,0,120,0,1,2.2789115646258504,335.0
3433,3433,1,1,566369,0,11,0,1,1,0,60,0,2,2.2235576923076925,925.0
3434,3434,1,1,566392,0,5,2,2,1,0,150,1,1,2.6049382716049383,1055.0
3435,3435,1,1,566407,1,1,0,2,0,0,60,0,2,2.0994475138121547,380.0
3436,3436,1,1,566415,0,1,2,9,0,0,60,0,2,2.415929203539823,273.0
3437,3437,1,1,566720,0,10,2,0,1,0,60,0,2,3.3191489361702127,1092.0
3438,3438,1,1,566813,0,0,0,3,0,0,60,0,2,1.9351351351351351,358.0
3439,3439,1,1,566814,0,10,0,6,0,0,60,0,2,2.8934010152284264,570.0
3440,3440,1,1,567013,1,0,2,3,1,0,60,1,1,2.75,44.0
3441,3441,1,1,567033,0,3,0,4,0,0,120,1,0,2.2484662576687118,733.0
3442,3442,1,1,567059,0,1,2,5,0,0,120,0,3,1.5,12.0
3444,3444,1,1,567160,0,0,0,3,0,0,60,0,1,2.0784313725490198,106.0
3445,3445,1,1,567262,1,8,1,6,0,0,60,0,2,2.041322314049587,247.0
3446,3446,1,1,567363,0,0,1,5,0,0,90,0,2,2.0745341614906834,334.0
3447,3447,1,1,567402,0,0,0,6,1,0,60,1,2,1.7844827586206897,414.0
3448,3448,1,1,567429,0,1,2,6,0,0,60,0,2,2.0592105263157894,313.0
3449,3449,1,1,567500,0,2,0,1,0,0,60,0,0,2.561056105610561,776.0
3451,3451,1,1,567627,0,10,2,6,0,0,120,0,2,2.6231884057971016,362.0
3452,3452,1,1,567754,0,1,0,5,0,0,120,0,2,2.8879003558718863,1623.0
3453,3453,1,1,567915,0,8,0,3,1,0,60,0,1,2.683673469387755,263.0
3455,3455,1,1,567929,0,12,0,1,1,0,60,0,1,2.748322147651007,819.0
3456,3456,1,1,567958,1,11,2,0,1,0,60,1,2,2.053763440860215,191.0
3457,3457,1,1,567979,0,6,0,1,0,0,60,0,2,1.8412698412698412,116.0
3458,3458,1,1,568074,0,10,0,4,0,0,120,0,2,2.4507575757575757,647.0
3460,3460,1,1,568370,0,11,0,2,1,0,120,0,3,3.265905383360522,2002.0
3461,3461,1,1,568474,0,8,0,6,1,0,120,0,2,1.9162303664921465,366.0
3462,3462,1,1,568502,0,3,1,4,0,0,120,0,2,1.9558823529411764,266.0
3464,3464,1,1,568533,0,5,2,4,0,0,90,0,0,2.3703703703703702,192.0
3465,3465,1,1,568609,1,3,1,2,2,0,60,0,3,1.7755102040816326,87.0
3466,3466,1,1,568775,0,1,2,3,0,0,60,0,3,2.207317073170732,181.0
3467,3467,1,1,569035,0,0,0,5,1,0,60,0,2,2.2952182952182953,1104.0
3468,3468,1,1,569141,0,10,2,1,0,0,60,0,2,2.0775193798449614,268.0
3469,3469,1,1,569334,0,8,0,3,0,0,120,0,1,2.65625,85.0
3471,3471,1,1,569854,0,8,0,7,0,0,60,0,2,2.5449101796407185,425.0
3472,3472,1,1,569862,1,7,1,6,0,0,60,0,2,2.3263157894736843,442.0
3473,3473,1,1,569930,0,12,0,1,0,0,90,0,2,2.717171717171717,1076.0
3474,3474,1,1,570137,0,6,2,7,1,0,60,0,2,2.762993762993763,1329.0
3475,3475,1,1,570157,0,5,0,8,1,0,60,0,2,3.145124716553288,1387.0
3476,3476,1,1,570168,0,9,3,3,0,0,90,0,2,6.569899244332493,10433.0
3477,3477,1,1,570177,0,2,2,7,0,0,180,0,3,1.68,42.0
3478,3478,1,1,570271,0,8,0,9,0,0,120,0,2,3.4356197352587245,2855.0
3479,3479,1,1,570287,0,2,2,4,0,0,75,0,2,2.949685534591195,469.0
3480,3480,1,1,570351,1,8,0,0,0,0,60,0,2,2.3541666666666665,339.0
3481,3481,1,1,570519,0,1,0,0,0,0,60,0,1,2.357142857142857,33.0
3482,3482,1,1,570623,0,4,0,5,1,0,60,0,2,3.178368121442125,1675.0
3483,3483,1,1,570759,0,3,0,1,0,0,60,0,2,2.683333333333333,805.0
3484,3484,1,1,570783,0,8,2,3,0,0,60,0,2,2.318385650224215,517.0
3485,3485,1,1,570862,0,9,2,3,0,0,120,0,3,2.0,2.0
3486,3486,1,1,570864,0,10,2,8,0,0,60,0,2,1.9844961240310077,256.0
3487,3487,1,1,570970,1,3,2,5,1,0,105,1,3,1.875,30.0
3488,3488,1,1,571083,0,12,0,6,0,0,60,0,2,2.611940298507463,525.0
3490,3490,1,1,571441,0,6,1,3,1,0,60,0,2,2.0689655172413794,300.0
3491,3491,1,1,571503,0,10,2,2,0,0,60,0,2,2.568421052631579,732.0
3492,3492,1,1,571516,0,8,0,4,1,0,60,0,2,2.4384615384615387,634.0
3494,3494,1,1,571554,1,12,0,0,0,0,60,0,2,2.9106280193236715,1205.0
3495,3495,1,1,571601,0,8,2,0,0,0,60,0,3,1.7142857142857142,60.0
3496,3496,1,1,571672,0,5,2,0,1,0,60,0,1,2.4166666666666665,29.0
3497,3497,1,1,571681,0,2,1,0,0,0,60,0,2,2.8072072072072074,1558.0
3498,3498,1,1,571693,0,10,2,2,1,0,60,0,1,2.317073170731707,475.0
3500,3500,1,1,571779,0,1,0,6,1,0,60,0,2,3.1333333333333333,1175.0
3502,3502,1,1,571871,0,7,0,3,0,0,120,0,2,2.191747572815534,903.0
3503,3503,1,1,571885,0,6,2,4,0,0,60,0,2,2.27,681.0
3504,3504,1,1,571907,0,6,0,0,0,0,60,0,2,2.4894736842105263,473.0
3506,3506,1,1,572051,0,0,0,5,1,0,60,0,2,2.1862068965517243,317.0
3508,3508,1,1,572067,0,4,0,0,0,0,60,0,2,2.360248447204969,1140.0
3509,3509,1,1,572103,0,11,0,2,0,0,60,0,2,3.4019607843137254,1388.0
3510,3510,1,1,572131,0,9,0,1,0,0,120,0,1,1.7,17.0
3511,3511,1,1,572163,0,10,2,0,0,0,60,0,3,2.906779661016949,343.0
3512,3512,1,1,572173,0,5,2,0,0,0,120,0,1,1.5714285714285714,11.0
3513,3513,1,1,572277,1,6,0,3,0,0,60,0,1,1.9444444444444444,70.0
3514,3514,1,1,572302,1,7,2,3,0,0,120,0,3,2.2246376811594204,307.0
3515,3515,1,1,572416,0,3,0,3,0,0,60,1,2,2.7635135135135136,818.0
3516,3516,1,1,572436,0,5,0,1,0,0,180,0,0,2.273062730627306,616.0
3517,3517,1,1,572447,0,10,0,3,0,0,60,0,2,2.0555555555555554,74.0
3518,3518,1,1,572495,0,12,0,1,0,0,120,0,3,2.6036585365853657,427.0
3519,3519,1,1,572504,0,12,0,1,0,0,60,0,2,1.8668941979522184,547.0
3520,3520,1,1,572508,0,8,2,1,0,0,60,0,2,2.102803738317757,900.0
3521,3521,1,1,572514,0,10,0,4,0,0,60,0,1,2.2427184466019416,462.0
3523,3523,1,1,572733,0,5,0,6,0,0,120,0,2,2.2435897435897436,525.0
3524,3524,1,1,572739,0,10,2,4,0,0,120,0,3,3.1666666666666665,95.0
3525,3525,1,1,572752,0,3,1,9,1,0,60,0,2,2.6458333333333335,254.0
3526,3526,1,1,572765,0,4,2,2,0,0,60,0,2,2.221518987341772,351.0
3528,3528,1,1,572898,0,10,0,9,0,0,120,0,0,2.349264705882353,639.0
3529,3529,1,1,572918,0,8,0,9,0,0,120,0,1,2.2429906542056073,240.0
3530,3530,1,1,572937,0,5,0,6,1,0,60,0,1,1.8095238095238095,38.0
3531,3531,1,1,573043,0,0,0,2,0,0,60,0,2,3.202749140893471,932.0
3532,3532,1,1,573063,0,4,2,0,0,0,60,0,2,2.633587786259542,690.0
3534,3534,1,1,573208,0,10,2,3,0,0,60,1,2,1.974025974025974,152.0
3535,3535,1,1,573217,0,8,2,9,0,0,120,0,1,3.152173913043478,290.0
3536,3536,1,1,573223,1,9,0,2,1,0,60,0,1,1.2941176470588236,22.0
3537,3537,1,1,573225,0,10,2,5,0,0,60,0,1,2.43,243.0
3538,3538,1,1,573275,0,10,2,3,0,0,60,1,1,2.0,16.0
3541,3541,1,1,573411,0,5,0,5,0,0,60,0,2,1.677914110429448,547.0
3543,3543,1,1,573433,0,10,1,2,1,0,60,0,2,2.5675675675675675,2280.0
3544,3544,1,1,573441,0,12,2,0,0,0,60,0,3,2.532110091743119,276.0
3545,3545,1,1,573453,0,8,2,4,0,0,60,0,2,2.7517401392111367,1186.0
3547,3547,1,1,573487,0,3,2,1,0,0,90,0,1,2.0,32.0
3548,3548,1,1,573519,0,7,0,7,0,0,60,0,0,2.7285714285714286,382.0
3549,3549,1,1,573578,0,0,0,5,0,0,60,0,2,2.6258064516129034,814.0
3550,3550,1,1,573654,0,11,0,8,0,0,60,0,2,3.088397790055249,1118.0
3552,3552,1,1,573694,0,10,0,7,1,0,180,0,3,3.5454545454545454,39.0
3554,3554,1,1,573777,0,0,0,4,0,0,120,0,2,2.3841463414634148,391.0
3555,3555,1,1,573790,0,10,1,5,0,0,60,0,2,2.5382059800664454,764.0
3557,3557,1,1,573821,0,11,0,5,0,0,60,0,2,3.301775147928994,558.0
3558,3558,1,1,573831,0,1,2,0,0,0,60,1,2,2.534090909090909,446.0
3559,3559,1,1,573893,0,0,1,2,1,0,60,0,1,2.955357142857143,662.0
3560,3560,1,1,573986,0,11,2,0,0,0,60,0,2,2.011904761904762,169.0
3561,3561,1,1,574002,0,8,2,2,0,0,120,0,1,2.627586206896552,762.0
3562,3562,1,1,574051,0,10,2,0,1,0,120,0,1,2.7244897959183674,267.0
3564,3564,1,1,574065,0,2,0,4,0,0,120,0,0,2.457627118644068,145.0
3565,3565,1,1,574125,0,8,0,1,0,0,120,0,2,2.050632911392405,648.0
3567,3567,1,1,574194,0,5,0,1,0,0,60,0,2,2.597058823529412,883.0
3568,3568,1,1,574212,0,6,0,5,0,0,60,0,0,3.271875,5235.0
3569,3569,1,1,574250,0,0,2,9,0,0,60,0,2,2.264487369985141,1524.0
3571,3571,1,1,574319,0,4,2,3,0,0,120,0,3,1.4444444444444444,13.0
3572,3572,1,1,574320,1,6,0,7,1,0,60,0,0,3.311418685121107,1914.0
3573,3573,1,1,574348,0,0,0,7,1,0,120,1,2,2.6102841677943167,1929.0
3574,3574,1,1,574549,0,6,2,0,0,0,60,0,2,2.2816901408450705,324.0
3576,3576,1,1,574648,0,0,0,4,1,0,60,0,0,2.6682027649769586,579.0
3578,3578,1,1,574708,1,10,2,0,0,0,60,1,1,2.131868131868132,194.0
3580,3580,1,1,574766,0,11,0,0,0,0,120,0,1,3.409691629955947,774.0
3581,3581,1,1,574783,0,0,3,3,0,0,60,0,3,1.7,17.0
3584,3584,1,1,574973,0,11,0,2,0,0,180,0,2,2.299802761341223,1166.0
3586,3586,1,1,575018,0,10,2,8,0,0,60,0,2,2.1129032258064515,262.0
3587,3587,1,1,575089,0,9,0,0,0,0,120,0,1,1.8271604938271604,148.0
3588,3588,1,1,575100,0,3,2,3,0,0,120,0,1,1.9156626506024097,159.0
3589,3589,1,1,575124,1,8,2,6,1,0,120,0,2,2.044487427466151,1057.0
3591,3591,1,1,575281,0,8,2,4,0,0,60,0,1,1.8297872340425532,86.0
3592,3592,1,1,575290,1,6,2,6,1,0,120,1,2,2.2506596306068603,853.0
3593,3593,1,1,575387,0,8,2,4,0,0,60,0,2,3.5417867435158503,4916.0
3595,3595,1,1,575423,0,11,0,8,0,0,180,0,3,1.8863636363636365,83.0
3596,3596,1,1,575480,0,10,2,6,0,0,60,0,1,4.5,18.0
3597,3597,1,1,575520,0,12,2,2,0,0,180,0,3,2.8119777158774375,2019.0
3598,3598,1,1,575560,0,0,0,9,1,0,60,0,0,2.404255319148936,565.0
3600,3600,1,1,575681,0,5,2,7,1,0,60,0,2,3.130012150668287,2576.0
3603,3603,1,1,575927,0,1,1,7,0,0,120,0,3,1.7966101694915255,106.0
3604,3604,1,1,575929,0,8,2,4,0,0,120,0,1,2.33953488372093,503.0
3605,3605,1,1,575930,0,0,2,9,0,0,60,0,2,2.3780918727915195,673.0
3606,3606,1,1,575982,1,10,0,4,1,0,60,0,1,2.5575221238938055,289.0
3608,3608,1,1,576046,0,12,0,4,0,0,120,0,3,1.6666666666666667,5.0
3610,3610,1,1,576158,0,10,2,0,0,0,120,0,2,2.7966101694915255,495.0
3611,3611,1,1,576226,0,2,1,6,0,0,60,0,1,1.7012987012987013,131.0
3613,3613,1,1,576483,0,8,0,7,1,0,60,0,2,2.781094527363184,559.0
3615,3615,1,1,576524,0,6,0,6,0,0,60,0,1,2.7696969696969695,457.0
3617,3617,1,1,576600,0,3,1,3,1,0,60,0,2,3.092250922509225,838.0
3619,3619,1,1,576714,1,2,2,4,0,0,60,0,3,2.643478260869565,304.0
3620,3620,1,1,576815,0,5,2,4,0,0,60,0,1,1.8235294117647058,31.0
3621,3621,1,1,576841,1,12,2,1,1,0,120,0,2,2.2194444444444446,799.0
3622,3622,1,1,576882,0,5,2,0,0,0,150,0,1,1.8253275109170306,418.0
3623,3623,1,1,576935,0,1,0,8,0,0,180,0,1,1.9737171464330412,1577.0
3624,3624,1,1,576940,0,8,0,8,1,0,60,0,2,5.401766004415011,7341.0
3625,3625,1,1,576946,0,2,0,1,0,0,60,0,2,2.213776722090261,932.0
3626,3626,1,1,576947,0,10,2,8,0,0,60,0,1,1.7,17.0
3627,3627,1,1,576981,0,4,0,0,0,0,60,0,2,2.1015625,269.0
3628,3628,1,1,576983,0,10,2,9,0,0,60,0,3,2.7294117647058824,232.0
3630,3630,1,1,576996,0,1,2,8,0,0,120,0,3,2.0416666666666665,98.0
3631,3631,1,1,577007,0,0,2,4,0,0,60,1,3,1.8888888888888888,17.0
3633,3633,1,1,577069,0,3,1,1,0,0,60,0,0,2.967741935483871,1380.0
3634,3634,1,1,577096,0,5,0,3,0,0,120,0,0,3.056672760511883,1672.0
3635,3635,1,1,577099,0,11,2,2,1,0,60,0,2,2.4237288135593222,715.0
3637,3637,1,1,577239,0,10,2,2,0,0,60,0,3,1.25,10.0
3638,3638,1,1,577256,0,11,0,0,0,0,120,0,2,2.2582781456953644,341.0
3639,3639,1,1,577280,0,10,0,4,0,0,150,0,2,2.4671280276816607,713.0
3640,3640,1,1,577286,1,0,2,4,1,0,120,0,2,2.8636363636363638,252.0
3641,3641,1,1,577347,0,2,2,2,1,0,60,0,1,2.5789473684210527,147.0
3642,3642,1,1,577376,0,2,0,0,0,0,90,1,2,2.1899109792284865,738.0
3644,3644,1,1,577498,0,8,2,2,0,0,60,0,1,2.8350877192982455,808.0
3645,3645,1,1,577648,0,5,2,5,1,0,120,0,1,1.7011834319526626,575.0
3647,3647,1,1,577680,0,6,2,8,0,0,60,0,2,2.776639344262295,1355.0
3648,3648,1,1,577692,0,11,2,4,0,0,120,0,1,1.591549295774648,113.0
3649,3649,1,1,577695,0,9,0,3,1,0,120,0,3,1.2,6.0
3650,3650,1,1,577824,0,11,0,8,1,0,60,0,0,1.9333333333333333,145.0
3651,3651,1,1,577905,0,9,2,0,0,0,120,0,3,1.0,4.0
3652,3652,1,1,577914,0,7,0,5,0,0,120,0,0,3.0,1320.0
3653,3653,1,1,577915,0,6,2,5,1,0,60,0,2,2.0,326.0
3655,3655,1,1,577965,0,12,0,4,0,0,120,0,3,2.5714285714285716,90.0
3656,3656,1,1,577980,0,8,0,0,0,0,150,0,2,1.8745762711864407,553.0
3658,3658,1,1,578030,0,11,0,0,0,0,120,0,0,2.2374429223744294,490.0
3659,3659,1,1,578057,0,7,2,2,0,0,60,0,1,2.3636363636363638,104.0
3660,3660,1,1,578062,0,11,2,1,0,0,60,0,1,1.6666666666666667,10.0
3661,3661,1,1,578109,0,6,0,1,0,0,60,0,0,3.1375661375661377,593.0
3662,3662,1,1,578197,0,11,2,1,0,0,120,0,2,2.1808510638297873,615.0
3663,3663,1,1,578264,0,5,1,0,0,0,120,1,3,1.25,10.0
3664,3664,1,1,578362,0,0,0,4,1,0,120,0,1,2.3524590163934427,287.0
3665,3665,1,1,578447,1,7,0,5,0,0,60,1,2,2.2758620689655173,132.0
3667,3667,1,1,578546,0,12,0,7,0,0,60,0,2,2.2767441860465114,979.0
3668,3668,1,1,578578,0,1,0,8,1,0,120,0,2,2.6666666666666665,480.0
3670,3670,1,1,578600,0,0,2,8,0,0,60,0,2,3.3267326732673266,1344.0
3671,3671,1,1,578676,0,0,2,8,0,0,60,0,1,1.935483870967742,240.0
3672,3672,1,1,578717,0,0,0,3,0,0,60,0,2,1.83984375,471.0
3673,3673,1,1,578739,0,11,0,2,0,0,60,0,3,1.5,3.0
3674,3674,1,1,578854,0,10,1,1,0,0,60,0,3,4.424657534246576,323.0
3675,3675,1,1,578953,0,5,2,1,0,0,120,0,3,1.125,9.0
3676,3676,1,1,579046,0,7,2,9,0,0,60,0,3,1.8,18.0
3678,3678,1,1,579255,0,10,2,5,0,0,135,0,3,2.581818181818182,142.0
3680,3680,1,1,579259,0,3,2,1,0,0,120,0,3,3.7222222222222223,67.0
3681,3681,1,1,579279,0,1,2,2,0,0,60,0,2,2.7714285714285714,582.0
3683,3683,1,1,579316,0,11,0,5,0,0,60,0,2,2.2708333333333335,109.0
3685,3685,1,1,579486,1,0,2,2,1,0,60,0,3,2.764705882352941,47.0
3686,3686,1,1,579549,0,5,0,2,0,0,60,0,2,2.3636363636363638,364.0
3687,3687,1,1,579571,0,12,2,0,0,0,60,0,2,2.4251497005988023,810.0
3688,3688,1,1,579575,0,2,2,3,0,0,75,0,2,2.413793103448276,210.0
3689,3689,1,1,579619,0,2,2,2,0,0,90,0,2,3.072316384180791,2719.0
3690,3690,1,1,579718,0,10,2,0,1,0,60,0,1,2.176470588235294,37.0
3691,3691,1,1,579762,0,1,1,8,1,0,60,0,2,2.5217391304347827,522.0
3692,3692,1,1,580094,0,4,2,1,0,0,120,0,2,3.0160213618157545,2259.0
3693,3693,1,1,580314,0,5,0,0,1,0,60,0,1,1.0,6.0
3694,3694,1,1,580328,1,8,2,8,1,0,60,0,3,5.4,135.0
3695,3695,1,1,580346,0,7,0,9,1,0,60,0,2,7.492201039861352,12969.0
3696,3696,1,1,580360,0,0,2,1,0,0,60,0,2,2.171875,139.0
3697,3697,1,1,580412,0,4,2,2,0,0,120,0,3,2.28,114.0
3698,3698,1,1,580497,0,5,0,1,0,0,60,0,3,1.9487179487179487,76.0
3699,3699,1,1,580540,0,7,0,1,0,0,120,1,2,1.7428571428571429,427.0
3700,3700,1,1,580592,0,11,2,3,0,0,60,0,3,2.342857142857143,328.0
3701,3701,1,1,580612,0,4,2,3,0,0,60,0,2,2.5517241379310347,1554.0
3702,3702,1,1,580646,0,3,0,3,0,0,60,0,0,1.9485530546623795,606.0
3704,3704,1,1,580684,0,5,0,1,0,0,120,0,1,2.338235294117647,318.0
3706,3706,1,1,580880,1,2,0,2,0,0,75,0,2,2.3815384615384616,1548.0
3707,3707,1,1,580883,0,2,1,6,0,0,60,0,2,2.8016336056009337,2401.0
3708,3708,1,1,580960,0,9,0,1,1,0,120,0,2,3.1409921671018277,1203.0
3709,3709,1,1,580975,0,2,1,5,0,0,60,0,1,2.51,251.0
3711,3711,1,1,581027,0,10,2,3,0,0,90,0,1,2.6,91.0
3712,3712,1,1,581038,0,1,2,3,0,0,120,0,1,2.8307086614173227,719.0
